location_name,tso,country_hint,lat_lon,resistance_ohm,reactance_ohm,susceptance_us,segment_length_km
TERGNEE,ELIA,be,"50.47539129999999, 4.540357233333332",0.23,2.46,27.76,7.50
TERRADOU,RTE,fr,"44.0347249830203, 5.04525677610648",3.77,17.66,123.04,43.94
TERRETTE,RTE,fr,"49.170897101084705, -1.17779192097971",0.28,3.68,61.14,14.00
TERRIER,RTE,fr,"49.23469528845843, 2.276361291621483",0.45,4.26,61.61,15.65
THEIX,RTE,fr,"47.6622030396163, -2.68077453790729",3.17,21.04,152.73,52.77
TIHANGE 1,ELIA,be,"50.5446177, 5.278802",0.09,0.95,11.19,2.90
TIHANGE 2,ELIA,be,"50.5340888, 5.2735387",0.03,0.31,3.80,1.00
TIHANGE 3,ELIA,be,"50.534765, 5.2805115",0.10,1.08,12.74,3.30
TIHANGE BIS,ELIA,be,"50.5356037, 5.2649552",0.03,0.31,3.80,1.00
TILLEUL,RTE,fr,"49.0405147811646, 0.978146198490637",2.12,21.52,266.67,17.27
TOLBIAC,RTE,fr,"48.8265751093993, 2.35523192603037",0.16,0.48,216.00,4.39
TOLLEVAST,RTE,fr,"49.6046823219951, -1.5895977892753",0.43,4.35,53.95,36.00
TONNERRE,RTE,fr,"47.8521402447963, 4.01079846551142",1.39,9.49,65.59,23.15
TORUN ELANA,PSE,pl,"53.04, 18.67",2.69,20.32,127.23,47.80
TOURBE,RTE,fr,"49.11717447516353, -0.25571607716839645",0.62,4.10,29.62,10.55
TR / 380-220kV / Buers / Trafo 31,TRANSNETBW,de,"47.14, 9.81","","","",""
TR / 380-220kV / Buers / Trafo 32,TRANSNETBW,de,"47.14, 9.81","","","",""
TR / 380-220kV / Buers / Trafo 33,TRANSNETBW,de,"47.14, 9.81","","","",""
TR / 380-220kV / Buers / Trafo 34,TRANSNETBW,de,"47.14, 9.81","","","",""
TR / 380-220kV / Daxlanden / Trafo 401,TRANSNETBW,de,"48.9, 8.31","","","",""
TR / 380-220kV / Daxlanden / Trafo 402,TRANSNETBW,de,"48.9, 8.31","","","",""
TR / 380-220kV / Eichstetten / Trafo 401,TRANSNETBW,de,"48.1, 7.96","","","",""
TR / 380-220kV / Kuehmoos Trafo 401,TRANSNETBW,de,"47.8, 7.96","","","",""
TR / 380-220kV / Neurott / Trafo 401,TRANSNETBW,de,"49.36, 8.62","","","",""
TR / 380-220kV / Neurott / Trafo 402,TRANSNETBW,de,"49.36, 8.62","","","",""
TR / 380-220kV / Pulverdingen / Trafo 323,TRANSNETBW,de,"48.91, 9.0","","","",""
TR 1 400/220 Konjsko,HOPS,hr,"43.60083, 16.50167","","","",""
TR 2 400/220 Konjsko,HOPS,hr,"43.60083, 16.50167","","","",""
TR 400/225kV 760 DISTRE,RTE,fr,"47.2086068279443, -0.114520434386796","","","",""
TR 400/225kV 761 ARGIA (BAYONNE SUD),RTE,fr,"43.4214336121191, -1.43019090532984","","","",""
TR 400/225kV 761 ARGOEUVES,RTE,fr,"49.9395954803658, 2.25044918814436","","","",""
TR 400/225kV 761 ATTAQUES (LES),RTE,fr,"50.9214507970297, 1.91405581912295","","","",""
TR 400/225kV 761 AVELIN,RTE,fr,"50.5253270809353, 3.08221668232009","","","",""
TR 400/225kV 761 AVOINE (POSTE 400 KV),RTE,fr,"47.2241502780614, 0.163291890494606","","","",""
TR 400/225kV 761 BAIXAS,RTE,fr,"42.7324125110328, 2.80396730284699","","","",""
TR 400/225kV 761 BAYET,RTE,fr,"46.2732543873449, 3.29433077255093","","","",""
TR 400/225kV 761 BEAUMONT-MONTEUX,RTE,fr,"45.0182479374495, 4.92656161125657","","","",""
TR 400/225kV 761 BEZAUMONT,RTE,fr,"48.8573866081703, 6.09761697924598","","","",""
TR 400/225kV 761 BIANCON,RTE,fr,"43.594961825137, 6.83583405616163","","","",""
TR 400/225kV 761 BOISSE (LA),RTE,fr,"45.8389034541082, 5.02296936678213","","","",""
TR 400/225kV 761 BOUTRE,RTE,fr,"43.690931579958, 5.83233275062647","","","",""
TR 400/225kV 761 BRAUD,RTE,fr,"45.2576410041598, -0.682135159664402","","","",""
TR 400/225kV 761 BROC-CARROS (LE),RTE,fr,"43.8031108323968, 7.19148780729103","","","",""
TR 400/225kV 761 CALAN,RTE,fr,"47.8806049912872, -3.30332748983297","","","",""
TR 400/225kV 761 CANTEGRIT,RTE,fr,"44.0128119377753, -0.887497741257109","","","",""
TR 400/225kV 761 CAPELLE (LA),RTE,fr,"49.9739308579655, 3.93404365318946","","","",""
TR 400/225kV 761 CAZARIL,RTE,fr,"43.1717002784053, 0.514030971657274","","","",""
TR 400/225kV 761 CHAINGY,RTE,fr,"47.8754660282982, 1.80279562711533","","","",""
TR 400/225kV 761 CHAMPAGNIER,RTE,fr,"45.1063529753883, 5.70942886172664","","","",""
TR 400/225kV 761 CHARPENAY,RTE,fr,"45.8186969279591, 4.690080676406","","","",""
TR 400/225kV 761 CHESNOY (LE),RTE,fr,"48.3892891681066, 2.86531171201625","","","",""
TR 400/225kV 761 CIROLLIERS,RTE,fr,"48.5514071019885, 2.31970791500947","","","",""
TR 400/225kV 761 CORDEMAIS-POSTE,RTE,fr,"47.285813876175, -1.87056027920247","","","",""
TR 400/225kV 761 CORNIER,RTE,fr,"46.0840277866049, 6.29655058258266","","","",""
TR 400/225kV 761 CUBNEZAIS,RTE,fr,"45.0684008430684, -0.435374372589821","","","",""
TR 400/225kV 761 DAMBRON,RTE,fr,"48.1065773106165, 1.85597870339157","","","",""
TR 400/225kV 761 ECHALAS,RTE,fr,"45.5429655935769, 4.71879731015931","","","",""
TR 400/225kV 761 EGUZON,RTE,fr,"46.4580848992097, 1.62101264712695","","","",""
TR 400/225kV 761 FEUILLANE,RTE,fr,"43.453865436476, 4.90696229113124","","","",""
TR 400/225kV 761 FRASNE,RTE,fr,"46.8720702644557, 6.16287281543297","","","",""
TR 400/225kV 761 GALOREAUX (LES),RTE,fr,"47.3102683963121, -0.854999126938909","","","",""
TR 400/225kV 761 GAUDIERE (LA),RTE,fr,"43.2417763508751, 2.67851359809667","","","",""
TR 400/225kV 761 GAVRELLE,RTE,fr,"50.336635493223, 2.88599626835307","","","",""
TR 400/225kV 761 GENISSIAT-POSTE,RTE,fr,"46.0559221802, 5.80385027938043","","","",""
TR 400/225kV 761 GRANDE-ILE,RTE,fr,"45.4711393481762, 6.02850795688249","","","",""
TR 400/225kV 761 GRANZAY,RTE,fr,"46.2190190838142, -0.517818507206261","","","",""
TR 400/225kV 761 GROSNE,RTE,fr,"46.629546395794, 4.71107849457359","","","",""
TR 400/225kV 761 JONQUIERES,RTE,fr,"43.8300760959797, 4.58332411264498","","","",""
TR 400/225kV 761 JUMEAUX (LES),RTE,fr,"46.8017167570599, -0.071711813723343","","","",""
TR 400/225kV 761 LATENA,RTE,fr,"49.6576746598042, 2.93783713895912","","","",""
TR 400/225kV 761 LESQUIVE,RTE,fr,"43.8168140819519, 1.27334372826284","","","",""
TR 400/225kV 761 LIMEUX,RTE,fr,"50.0108783242458, 1.82824314360794","","","",""
TR 400/225kV 761 MAMBELIN,RTE,fr,"47.3672061368288, 6.6637700569213","","","",""
TR 400/225kV 761 MANDARINS,RTE,fr,"50.9035038738179, 1.78440399346814","","","",""
TR 400/225kV 761 MARLENHEIM,RTE,fr,"48.6117673158279, 7.52598185126324","","","",""
TR 400/225kV 761 MARMAGNE,RTE,fr,"47.1019746048418, 2.26029193187854","","","",""
TR 400/225kV 761 MARQUIS (LE),RTE,fr,"45.0102182613891, -0.551383812201978","","","",""
TR 400/225kV 761 MARSILLON,RTE,fr,"43.3859388377176, -0.593688906876824","","","",""
TR 400/225kV 761 MARTYRE (LA),RTE,fr,"48.4441078888144, -4.19346975313612","","","",""
TR 400/225kV 761 MASTAING,RTE,fr,"50.2972897351146, 3.29149913566756","","","",""
TR 400/225kV 761 MAZURES,RTE,fr,"49.9058427913452, 4.62692408475599","","","",""
TR 400/225kV 761 MEZEROLLES,RTE,fr,"48.9331532673774, 1.74146256292775","","","",""
TR 400/225kV 761 MIONS,RTE,fr,"45.6745419156092, 4.97469122087385","","","",""
TR 400/225kV 761 MORBRAS,RTE,fr,"48.779175213201, 2.6470246166188","","","",""
TR 400/225kV 761 MOULAINE,RTE,fr,"49.4837963582249, 5.79285266346651","","","",""
TR 400/225kV 761 NEOULES,RTE,fr,"43.277071377877, 6.02238950793092","","","",""
TR 400/225kV 761 OUDON,RTE,fr,"47.9864352304105, -1.00864169038599","","","",""
TR 400/225kV 761 PLAN-D ORGON,RTE,fr,"43.8268377459967, 5.01887146389949","","","",""
TR 400/225kV 761 PLESSIS-GASSOT,RTE,fr,"49.033818012543, 2.43288509429621","","","",""
TR 400/225kV 761 PONTEAU,RTE,fr,"43.3612195370008, 5.02297148188262","","","",""
TR 400/225kV 761 PRAZ-ST-ANDRE,RTE,fr,"45.2051892609565, 6.58333492549211","","","",""
TR 400/225kV 761 QUINTES (LES),RTE,fr,"47.8862787712084, 0.240231374010028","","","",""
TR 400/225kV 761 REALTOR,RTE,fr,"43.4467149583939, 5.34321077811687","","","",""
TR 400/225kV 761 REMISE,RTE,fr,"49.288126177833, 1.93059597250462","","","",""
TR 400/225kV 761 RUEYRES,RTE,fr,"44.7791332500644, 2.68894528914137","","","",""
TR 400/225kV 761 RULHAT,RTE,fr,"45.8131620263656, 3.26969599285034","","","",""
TR 400/225kV 761 SAUCATS,RTE,fr,"44.6138402770216, -0.614079179868418","","","",""
TR 400/225kV 761 SAUSSET,RTE,fr,"48.9745217924036, 2.57416620817759","","","",""
TR 400/225kV 761 SCHEER,RTE,fr,"48.3569216838898, 7.51926065026449","","","",""
TR 400/225kV 761 SEREIN,RTE,fr,"47.8864289446689, 3.74114619625556","","","",""
TR 400/225kV 761 ST-AVOLD,RTE,fr,"49.1383381137734, 6.70372481459683","","","",""
TR 400/225kV 761 TABARDERIE,RTE,fr,"47.7462973757555, 2.53570689389518","","","",""
TR 400/225kV 761 TAMAREAU,RTE,fr,"43.6331251535563, 3.7163662229341","","","",""
TR 400/225kV 761 TERRIER,RTE,fr,"49.2173619551251, 2.25902795828815","","","",""
TR 400/225kV 761 TRANS,RTE,fr,"43.5102150113091, 6.47509050425646","","","",""
TR 400/225kV 761 TRICASTIN-POSTE (LE),RTE,fr,"44.329702574816, 4.71397652264189","","","",""
TR 400/225kV 761 VALDIVIENNE,RTE,fr,"46.4656538577362, 0.649881118515196","","","",""
TR 400/225kV 761 VERFEIL,RTE,fr,"43.6294416399288, 1.6721102123776","","","",""
TR 400/225kV 761 VIELMOULIN,RTE,fr,"47.3255262929835, 4.68696485856169","","","",""
TR 400/225kV 761 VIGY,RTE,fr,"49.1977122527605, 6.27718746702389","","","",""
TR 400/225kV 761 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 761 WARANDE,RTE,fr,"50.9491817943704, 2.16078366589692","","","",""
TR 400/225kV 761 WEPPES,RTE,fr,"50.6444256291885, 2.89666621723428","","","",""
TR 400/225kV 761 YVELINES-OUEST,RTE,fr,"48.8043902843496, 1.82888819759717","","","",""
TR 400/225kV 762 ALBERTVILLE,RTE,fr,"45.6615236407012, 6.41956817107442","","","",""
TR 400/225kV 762 ATTAQUES (LES),RTE,fr,"50.9214507970297, 1.91405581912295","","","",""
TR 400/225kV 762 AVELIN,RTE,fr,"50.5253270809353, 3.08221668232009","","","",""
TR 400/225kV 762 BAIXAS,RTE,fr,"42.7324125110328, 2.80396730284699","","","",""
TR 400/225kV 762 BAYET,RTE,fr,"46.2732543873449, 3.29433077255093","","","",""
TR 400/225kV 762 BEAUMONT-MONTEUX,RTE,fr,"45.0182479374495, 4.92656161125657","","","",""
TR 400/225kV 762 BEZAUMONT,RTE,fr,"48.8573866081703, 6.09761697924598","","","",""
TR 400/225kV 762 BIANCON,RTE,fr,"43.594961825137, 6.83583405616163","","","",""
TR 400/225kV 762 BOISSE (LA),RTE,fr,"45.8389034541082, 5.02296936678213","","","",""
TR 400/225kV 762 BOUTRE,RTE,fr,"43.690931579958, 5.83233275062647","","","",""
TR 400/225kV 762 BREUIL (LE),RTE,fr,"45.2462869028083, 2.21391667962722","","","",""
TR 400/225kV 762 BROC-CARROS (LE),RTE,fr,"43.8031108323968, 7.19148780729103","","","",""
TR 400/225kV 762 CANTEGRIT,RTE,fr,"44.0128119377753, -0.887497741257109","","","",""
TR 400/225kV 762 CAZARIL,RTE,fr,"43.1717002784053, 0.514030971657274","","","",""
TR 400/225kV 762 CHAINGY,RTE,fr,"47.8754660282982, 1.80279562711533","","","",""
TR 400/225kV 762 CHAMPAGNIER,RTE,fr,"45.1063529753883, 5.70942886172664","","","",""
TR 400/225kV 762 CHARPENAY,RTE,fr,"45.8186969279591, 4.690080676406","","","",""
TR 400/225kV 762 CHESNOY (LE),RTE,fr,"48.3892891681066, 2.86531171201625","","","",""
TR 400/225kV 762 CIROLLIERS,RTE,fr,"48.5514071019885, 2.31970791500947","","","",""
TR 400/225kV 762 CORNIER,RTE,fr,"46.0840277866049, 6.29655058258266","","","",""
TR 400/225kV 762 CUBNEZAIS,RTE,fr,"45.0684008430684, -0.435374372589821","","","",""
TR 400/225kV 762 DISTRE,RTE,fr,"47.2086068279443, -0.114520434386796","","","",""
TR 400/225kV 762 DONZAC,RTE,fr,"44.1026752660293, 0.822655251389714","","","",""
TR 400/225kV 762 ECHALAS,RTE,fr,"45.5429655935769, 4.71879731015931","","","",""
TR 400/225kV 762 EGUZON,RTE,fr,"46.4580848992097, 1.62101264712695","","","",""
TR 400/225kV 762 GAUDIERE (LA),RTE,fr,"43.2417763508751, 2.67851359809667","","","",""
TR 400/225kV 762 GENISSIAT-POSTE,RTE,fr,"46.0559221802, 5.80385027938043","","","",""
TR 400/225kV 762 GRANDE-ILE,RTE,fr,"45.4711393481762, 6.02850795688249","","","",""
TR 400/225kV 762 GRANZAY,RTE,fr,"46.2190190838142, -0.517818507206261","","","",""
TR 400/225kV 762 GROSNE,RTE,fr,"46.629546395794, 4.71107849457359","","","",""
TR 400/225kV 762 HAVRE (LE) (POSTE),RTE,fr,"49.4775377946495, 0.14819482044824","","","",""
TR 400/225kV 762 HENRI-PAUL,RTE,fr,"46.7472894219476, 4.50274444517701","","","",""
TR 400/225kV 762 JONQUIERES,RTE,fr,"43.8300760959797, 4.58332411264498","","","",""
TR 400/225kV 762 JUMEAUX (LES),RTE,fr,"46.8017167570599, -0.071711813723343","","","",""
TR 400/225kV 762 LATENA,RTE,fr,"49.6576746598042, 2.93783713895912","","","",""
TR 400/225kV 762 LESQUIVE,RTE,fr,"43.8168140819519, 1.27334372826284","","","",""
TR 400/225kV 762 MAMBELIN,RTE,fr,"47.3672061368288, 6.6637700569213","","","",""
TR 400/225kV 762 MARLENHEIM,RTE,fr,"48.6117673158279, 7.52598185126324","","","",""
TR 400/225kV 762 MARQUIS (LE),RTE,fr,"45.0102182613891, -0.551383812201978","","","",""
TR 400/225kV 762 MARTYRE (LA),RTE,fr,"48.4441078888144, -4.19346975313612","","","",""
TR 400/225kV 762 MASTAING,RTE,fr,"50.2972897351146, 3.29149913566756","","","",""
TR 400/225kV 762 MAZURES,RTE,fr,"49.9058427913452, 4.62692408475599","","","",""
TR 400/225kV 762 MEZEROLLES,RTE,fr,"48.9331532673774, 1.74146256292775","","","",""
TR 400/225kV 762 MIONS,RTE,fr,"45.6745419156092, 4.97469122087385","","","",""
TR 400/225kV 762 MORBRAS,RTE,fr,"48.779175213201, 2.6470246166188","","","",""
TR 400/225kV 762 MOULAINE,RTE,fr,"49.4837963582249, 5.79285266346651","","","",""
TR 400/225kV 762 NEOULES,RTE,fr,"43.277071377877, 6.02238950793092","","","",""
TR 400/225kV 762 PLAINE HAUTE,RTE,fr,"48.4298975734692, -2.87825551987044","","","",""
TR 400/225kV 762 PLESSIS-GASSOT,RTE,fr,"49.033818012543, 2.43288509429621","","","",""
TR 400/225kV 762 QUINTES (LES),RTE,fr,"47.8862787712084, 0.240231374010028","","","",""
TR 400/225kV 762 REALTOR,RTE,fr,"43.4467149583939, 5.34321077811687","","","",""
TR 400/225kV 762 ROUGEMONTIER,RTE,fr,"49.3433196665333, 0.734966758166825","","","",""
TR 400/225kV 762 RUEYRES,RTE,fr,"44.7791332500644, 2.68894528914137","","","",""
TR 400/225kV 762 RULHAT,RTE,fr,"45.8131620263656, 3.26969599285034","","","",""
TR 400/225kV 762 SAUCATS,RTE,fr,"44.6138402770216, -0.614079179868418","","","",""
TR 400/225kV 762 SAUSSET,RTE,fr,"48.9745217924036, 2.57416620817759","","","",""
TR 400/225kV 762 SEREIN,RTE,fr,"47.8864289446689, 3.74114619625556","","","",""
TR 400/225kV 762 SIERENTZ,RTE,fr,"47.6467753384597, 7.47257338728557","","","",""
TR 400/225kV 762 TABARDERIE,RTE,fr,"47.7462973757555, 2.53570689389518","","","",""
TR 400/225kV 762 TAMAREAU,RTE,fr,"43.6331251535563, 3.7163662229341","","","",""
TR 400/225kV 762 TERRIER,RTE,fr,"49.2173619551251, 2.25902795828815","","","",""
TR 400/225kV 762 TRANS,RTE,fr,"43.5102150113091, 6.47509050425646","","","",""
TR 400/225kV 762 TRICASTIN-POSTE (LE),RTE,fr,"44.329702574816, 4.71397652264189","","","",""
TR 400/225kV 762 VALDIVIENNE,RTE,fr,"46.4656538577362, 0.649881118515196","","","",""
TR 400/225kV 762 VAUPALIERE (LA),RTE,fr,"49.4835445953766, 1.0091933126351","","","",""
TR 400/225kV 762 VERFEIL,RTE,fr,"43.6294416399288, 1.6721102123776","","","",""
TR 400/225kV 762 VESLE,RTE,fr,"49.201428655788, 4.24049764598261","","","",""
TR 400/225kV 762 VIELMOULIN,RTE,fr,"47.3255262929835, 4.68696485856169","","","",""
TR 400/225kV 762 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 762 VILLEVAUDE,RTE,fr,"48.9040206181369, 2.66345466459551","","","",""
TR 400/225kV 762 WARANDE,RTE,fr,"50.9491817943704, 2.16078366589692","","","",""
TR 400/225kV 762 WEPPES,RTE,fr,"50.6444256291885, 2.89666621723428","","","",""
TR 400/225kV 763 ALBERTVILLE,RTE,fr,"45.6615236407012, 6.41956817107442","","","",""
TR 400/225kV 763 ARGOEUVES,RTE,fr,"49.9395954803658, 2.25044918814436","","","",""
TR 400/225kV 763 AVELIN,RTE,fr,"50.5253270809353, 3.08221668232009","","","",""
TR 400/225kV 763 BAIXAS,RTE,fr,"42.7324125110328, 2.80396730284699","","","",""
TR 400/225kV 763 BAYET,RTE,fr,"46.2732543873449, 3.29433077255093","","","",""
TR 400/225kV 763 CERGY,RTE,fr,"49.0482708028672, 2.05874744972188","","","",""
TR 400/225kV 763 CHESNOY (LE),RTE,fr,"48.3892891681066, 2.86531171201625","","","",""
TR 400/225kV 763 CIROLLIERS,RTE,fr,"48.5514071019885, 2.31970791500947","","","",""
TR 400/225kV 763 CORDEMAIS-POSTE,RTE,fr,"47.285813876175, -1.87056027920247","","","",""
TR 400/225kV 763 GRANZAY,RTE,fr,"46.2190190838142, -0.517818507206261","","","",""
TR 400/225kV 763 HAVRE (LE) (POSTE),RTE,fr,"49.4775377946495, 0.14819482044824","","","",""
TR 400/225kV 763 LATENA,RTE,fr,"49.6576746598042, 2.93783713895912","","","",""
TR 400/225kV 763 LAUNAY,RTE,fr,"48.5637985739323, -1.26055474596773","","","",""
TR 400/225kV 763 MAMBELIN,RTE,fr,"47.3672061368288, 6.6637700569213","","","",""
TR 400/225kV 763 MANDARINS,RTE,fr,"50.9035038738179, 1.78440399346814","","","",""
TR 400/225kV 763 MARLENHEIM,RTE,fr,"48.6117673158279, 7.52598185126324","","","",""
TR 400/225kV 763 MARQUIS (LE),RTE,fr,"45.0102182613891, -0.551383812201978","","","",""
TR 400/225kV 763 MAZURES,RTE,fr,"49.9058427913452, 4.62692408475599","","","",""
TR 400/225kV 763 MEZEROLLES,RTE,fr,"48.9331532673774, 1.74146256292775","","","",""
TR 400/225kV 763 MIONS,RTE,fr,"45.6745419156092, 4.97469122087385","","","",""
TR 400/225kV 763 MORBRAS,RTE,fr,"48.779175213201, 2.6470246166188","","","",""
TR 400/225kV 763 PLAINE HAUTE,RTE,fr,"48.4298975734692, -2.87825551987044","","","",""
TR 400/225kV 763 PLESSIS-GASSOT,RTE,fr,"49.033818012543, 2.43288509429621","","","",""
TR 400/225kV 763 REALTOR,RTE,fr,"43.4467149583939, 5.34321077811687","","","",""
TR 400/225kV 763 ROUGEMONTIER,RTE,fr,"49.3433196665333, 0.734966758166825","","","",""
TR 400/225kV 763 RULHAT,RTE,fr,"45.8131620263656, 3.26969599285034","","","",""
TR 400/225kV 763 SAUCATS,RTE,fr,"44.6138402770216, -0.614079179868418","","","",""
TR 400/225kV 763 TAMAREAU,RTE,fr,"43.6331251535563, 3.7163662229341","","","",""
TR 400/225kV 763 TAVEL,RTE,fr,"44.014730839721, 4.64332500410721","","","",""
TR 400/225kV 763 TOURBE,RTE,fr,"49.1086030465921, -0.264287505739825","","","",""
TR 400/225kV 763 VAUPALIERE (LA),RTE,fr,"49.4835445953766, 1.0091933126351","","","",""
TR 400/225kV 763 VESLE,RTE,fr,"49.201428655788, 4.24049764598261","","","",""
TR 400/225kV 763 VIELMOULIN,RTE,fr,"47.3255262929835, 4.68696485856169","","","",""
TR 400/225kV 763 VIGY,RTE,fr,"49.1977122527605, 6.27718746702389","","","",""
TR 400/225kV 763 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 763 VILLEVAUDE,RTE,fr,"48.9040206181369, 2.66345466459551","","","",""
TR 400/225kV 763 WARANDE,RTE,fr,"50.9491817943704, 2.16078366589692","","","",""
TR 400/225kV 764 CERGY,RTE,fr,"49.0482708028672, 2.05874744972188","","","",""
TR 400/225kV 764 DOMLOUP,RTE,fr,"48.0929357209981, -1.55612165809","","","",""
TR 400/225kV 764 MARQUIS (LE),RTE,fr,"45.0102182613891, -0.551383812201978","","","",""
TR 400/225kV 764 MEZEROLLES,RTE,fr,"48.9331532673774, 1.74146256292775","","","",""
TR 400/225kV 764 MORBRAS,RTE,fr,"48.779175213201, 2.6470246166188","","","",""
TR 400/225kV 764 PLESSIS-GASSOT,RTE,fr,"49.033818012543, 2.43288509429621","","","",""
TR 400/225kV 764 REVIGNY,RTE,fr,"48.8181604679862, 4.99683394530964","","","",""
TR 400/225kV 764 SIERENTZ,RTE,fr,"47.6467753384597, 7.47257338728557","","","",""
TR 400/225kV 764 TAVEL,RTE,fr,"44.014730839721, 4.64332500410721","","","",""
TR 400/225kV 764 TOURBE,RTE,fr,"49.1086030465921, -0.264287505739825","","","",""
TR 400/225kV 764 VAUPALIERE (LA),RTE,fr,"49.4835445953766, 1.0091933126351","","","",""
TR 400/225kV 764 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 764 VILLEVAUDE,RTE,fr,"48.9040206181369, 2.66345466459551","","","",""
TR 400/225kV 764 WARANDE,RTE,fr,"50.9491817943704, 2.16078366589692","","","",""
TR 400/225kV 765 CERGY,RTE,fr,"49.0482708028672, 2.05874744972188","","","",""
TR 400/225kV 765 CORDEMAIS-POSTE,RTE,fr,"47.285813876175, -1.87056027920247","","","",""
TR 400/225kV 765 CRENEY,RTE,fr,"48.3441159922747, 4.13857824967324","","","",""
TR 400/225kV 765 DISTRE,RTE,fr,"47.2086068279443, -0.114520434386796","","","",""
TR 400/225kV 765 DOMLOUP,RTE,fr,"48.0929357209981, -1.55612165809","","","",""
TR 400/225kV 765 PLESSIS-GASSOT,RTE,fr,"49.033818012543, 2.43288509429621","","","",""
TR 400/225kV 765 REVIGNY,RTE,fr,"48.8181604679862, 4.99683394530964","","","",""
TR 400/225kV 765 ROUGEMONTIER,RTE,fr,"49.3433196665333, 0.734966758166825","","","",""
TR 400/225kV 765 ST-ELOI,RTE,fr,"46.9910202799557, 3.21209837801827","","","",""
TR 400/225kV 765 TRICASTIN-POSTE (LE),RTE,fr,"44.329702574816, 4.71397652264189","","","",""
TR 400/225kV 765 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 765 VINCEY,RTE,fr,"48.3533884317244, 6.32591136344114","","","",""
TR 400/225kV 766 CRENEY,RTE,fr,"48.3441159922747, 4.13857824967324","","","",""
TR 400/225kV 766 DISTRE,RTE,fr,"47.2086068279443, -0.114520434386796","","","",""
TR 400/225kV 766 LOGELBACH,RTE,fr,"48.0836766136601, 7.30653375058812","","","",""
TR 400/225kV 766 ST-ELOI,RTE,fr,"46.9910202799557, 3.21209837801827","","","",""
TR 400/225kV 766 TRICASTIN-POSTE (LE),RTE,fr,"44.329702574816, 4.71397652264189","","","",""
TR 400/225kV 766 VILLEJUST,RTE,fr,"48.6772356438035, 2.23072163171356","","","",""
TR 400/225kV 766 VINCEY,RTE,fr,"48.3533884317244, 6.32591136344114","","","",""
TR 400/225kV 767 LOGELBACH,RTE,fr,"48.0836766136601, 7.30653375058812","","","",""
TR 400/225kV 768 CRENEY,RTE,fr,"48.3441159922747, 4.13857824967324","","","",""
TR 400/225kV 769 CERGY,RTE,fr,"49.0482708028672, 2.05874744972188","","","",""
TR 400/225kV 769 CORDEMAIS-POSTE,RTE,fr,"47.285813876175, -1.87056027920247","","","",""
TR 400/225kV 769 VILLEVAUDE,RTE,fr,"48.9040206181369, 2.66345466459551","","","",""
TR AUBANGE 380/220 TFO 1,ELIA,be,"49.5667758, 5.7943429","","","",""
TR AUBANGE 380/220 TFO 2,ELIA,be,"49.5667758, 5.7943429","","","",""
TR AUBANGE PST 1,ELIA,be,"49.5667758, 5.7943429","","","",""
TR Arefu 400/220 kV 3,TEL,"","45.327282, 24.636734","","","",""
TR Audorf/S T421,TENNETGMBH,de,"54.3, 9.73","","","",""
TR Audorf/S T422,TENNETGMBH,de,"54.3, 9.73","","","",""
TR BRUME 380/220 TFO 1,ELIA,be,"50.375498, 5.8429861","","","",""
TR BYCZYNA-A1,PSE,pl,"50.16, 19.29","","","",""
TR BYCZYNA-A2,PSE,pl,"50.16, 19.29","","","",""
TR Bechterdissen T423,TENNETGMBH,de,"52.09, 8.73","","","",""
TR Bechterdissen T424,TENNETGMBH,de,"52.09, 8.73","","","",""
TR Bericevo 211,ELES,si,"46.09001666666667, 14.61418611111111","","","",""
TR Bericevo 212,ELES,si,"46.09001666666667, 14.61418611111111","","","",""
TR Bericevo 411,ELES,si,"46.09001666666667, 14.61418611111111","","","",""
TR Bericevo 422,ELES,si,"46.09001666666667, 14.61418611111111","","","",""
TR Bradu 400/220 1,TEL,"","44.762245, 24.89532","","","",""
TR Bradu 400/220 2,TEL,"","44.89662, 25.97213","","","",""
TR Brauweiler TR 421      ,AMPRION GMBH,de,"50.9661, 6.80083","","","",""
TR Brazi Vest 400/220 2,TEL,"","44.89662, 25.97213","","","",""
TR Bucuresti Sud 400/220 1,TEL,"","44.402499, 26.157696","","","",""
TR Bucuresti Sud 400/220 2,TEL,"","44.402499, 26.157696","","","",""
TR Buerstadt TR 421      ,AMPRION GMBH,de,"49.6332, 8.42206","","","",""
TR Buerstadt TR 423      ,AMPRION GMBH,de,"49.6332, 8.42206","","","",""
TR Buescherhof TR 421      ,AMPRION GMBH,de,"51.4993, 6.927","","","",""
TR Buettel 441,TENNETGMBH,de,"54.085, 9.21","","","",""
TR Buettel 442,TENNETGMBH,de,"54.085, 9.21","","","",""
TR C. Stred T401,CEPS,cz,"50.1414933, 14.7657787","","","",""
TR Chelm-A2,PSE,pl,"51.18, 23.44","","","",""
TR Chelm-A3,PSE,pl,"51.18, 23.44","","","",""
TR Cirkovce 411,ELES,si,"46.39306388888889, 15.72778055555556","","","",""
